Local Authority Reference,Works Status,Works Type,Category Of Works,Description Of Works,Street,Location Of Works,Locality,Start Date,End Date,Reference,Responsible Company,Contact Telephone Number,Emergency Contact Telephone Number,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Last Uploaded,Organisation URI
LA00524728,PROPOSED WORKS,MINOR,Streetworks,"[New service connection] New water connection, 3x25mm Barrier Pipe Commercial Metered Supply and 1x63mm Barrier Pipe supply off 125mm HPPE offsite excavating 2m of footway & 7m of carriageway",Kentish Town Road,"Outside 152 - 156, NW1 9QB",Camden Town,10/05/2025,11/05/2025,MU091-NLS00081319261-0170,Thames Water Utilities Ltd,-,-,E05013664,Kentish Town South,528945.73,184716.97,-0.141784,51.546625,"(51.546625, -0.141784)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528089,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN THE FOOTWAY (1),Willoughby Road,2,Hampstead Town,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0313089,Thames Water Utilities Ltd,-,-,E05013659,Hampstead Town,526685.73,185646.32,-0.174025,51.555488,"(51.555488, -0.174025)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527958,PROPOSED WORKS,MINOR,Streetworks,"[Works for rail purposes] Stroma wil be undertaking an inspection of soffits under the bridge, on behalf of Balfour Beatty Rail",Camley Street,The works are located on Camley Street (under Railway Bridge SPC1/7A),St Pancras And Somers Town,27/03/2025,28/03/2025,FN495-HTM20250401,Highways Agency,-,-,E05013669,St Pancras and Somers Town,529820.51,183536.55,-0.129611,51.535816,"(51.535816, -0.129611)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528150,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN FOOTWAY (1),Mansfield Road,48,Gospel Oak,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0313259,Thames Water Utilities Ltd,-,-,E05013658,Gospel Oak,527937.62,185481.16,-0.156037,51.553722,"(51.553722, -0.156037)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00524009,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of scaffolding on the public highway to facilitate redecoration and repairs,Gordon Square,55,Bloomsbury,28/11/2024,28/05/2025,CM001-L-LIVE-00061077,Camden,-,-,E05013653,Bloomsbury,529761.68,182322.96,-0.130905,51.524923,"(51.524923, -0.130905)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527650,PROPOSED WORKS,STANDARD,Streetworks,Internal glass roof  survey from MEWP (Cherry picker)  HS2 Highway works inside act limits,Park Village East,works located at number 1 Park Village East opposite building number 2 and 4,Regent's Park,31/03/2025,31/03/2025,TA011-THW-LBC-SCS-5216,Hs2 Ltd,-,-,E05013668,Regents Park,528673.1,183514.32,-0.146153,51.535879,"(51.535879, -0.146153)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528096,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN THE FOOTWAY (2),Acol Road,9,Swiss Cottage,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0313118,Thames Water Utilities Ltd,-,-,E05013670,South Hampstead,525565.41,184118.99,-0.190721,51.542012,"(51.542012, -0.190721)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00516907,PROPOSED WORKS,STANDARD,Streetworks,[New service connection] Connections Projects: Installation of a new electricity supply for a customer: Excavation of joint holes and track work for a new electrical connection.,Russell Square,"O.S No 67 - 73 & O.S Imperial Hotel & Grosvenor Casino, Russell Square, WC1",Bloomsbury,28/04/2025,12/05/2025,EC400-44147057,Uk Power Networks Eastern& London,-,-,E05013662,Holborn and Covent Garden,530189.16,182024.5,-0.124857,51.522143,"(51.522143, -0.124857)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527925,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] Excavate in footway to locate / install tee for customer connection,Neal Street,"outside 64 NEAL STREET ,",Holborn And Covent Garden,09/04/2025,09/04/2025,NK103-DIS166228,Virgin Media,-,-,E05013662,Holborn and Covent Garden,530120.96,181200.11,-0.126144,51.51475,"(51.51475, -0.126144)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528226,PROPOSED WORKS,MINOR,Streetworks,[Disconnection or alteration of supply] Alteration,Chesterford Gardens,Footway outside 2 Chesterford Gardens,Frognal And Fitzjohns,22/03/2025,25/03/2025,AZ703-1001415620,Cadent Gas Limited,-,-,E05013657,Frognal,525882,185670,-0.185603,51.555881,"(51.555881, -0.185603)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526573,PROPOSED WORKS,MAJOR,Streetworks,[Diversionary works] TM ONLY,Eton Road,"20400459 - TM ONLY, ETON ROAD",Haverstock,18/06/2025,19/06/2025,BC410-LO00000500343555002,Bt,-,-,E05013660,Haverstock,527725,184385,-0.1595,51.543919,"(51.543919, -0.1595)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525706,PROPOSED WORKS,STANDARD,Streetworks,[Utility asset works] Excavation to lay new gas connection,Avenue Road,Outside number 69,Swiss Cottage,09/06/2025,13/06/2025,WY002-5120920,Fulcrum Pipelines Limited,-,-,E05013667,Primrose Hill,527017.94,183791.07,-0.169905,51.538741,"(51.538741, -0.169905)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528271,IN PROGRESS,IMMEDIATE (URGENT),Streetworks,[Utility repair and maintenance works] Network Operations Faults: Essential and immediate repair toLow Voltage mains cable affecting customers supply. Additional work may be required to safeguard supplies: Urgent repairs LV cables  Foot way closed peds diverted spoil in the c/w,Wellesley Road,Opp 2-104,Gospel Oak,14/03/2025,27/03/2025,EC400-17426097,Uk Power Networks Eastern& London,-,-,E05013658,Gospel Oak,528132.97,185215.08,-0.153318,51.551286,"(51.551286, -0.153318)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526958,PROPOSED WORKS,MINOR,Streetworks,[Utility repair and maintenance works] Boundary Box Exchange,Menelik Road,"62 MENELIK ROAD, LONDON,  NW2 3RH",Fortune Green,07/04/2025,09/04/2025,MU701-00770551-001,Thames Water Utilities Ltd,-,-,E05013656,Fortune Green,524680.22,185453.57,-0.203006,51.554202,"(51.554202, -0.203006)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00505694,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,"BLOOMSBURY SQUARE  Temporary Traffic Restriction S15(2): 42406  Reason: To facilitate construction works for Wates / Vince Finnegan  Operational Date:  04-12-23 to 13-10-25  Details of Order: Close Bloomsbury Square eastern arm to 'MOTOR VEHICLES' outside Victoria House. Suspend 'DISABLED BADGE HOLDERS ONLY' parking restrictions on Bloomsbury Square east arm, south-west side: from a point 25 metres north-west of north-western kerb line of Bloomsbury Way, north-westwards for a distance of 24 metr",Bloomsbury Square,Opposite Victoria House,Holborn And Covent Garden,04/12/2023,13/10/2025,CM001-L-LIVE-00058104,Camden,-,-,E05013653,Bloomsbury,530333.39,181734.54,-0.122887,51.519504,"(51.519504, -0.122887)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527269,PROPOSED WORKS,MINOR,Streetworks,"[Highway repair and maintenance works] Slot cut c/w sensor loops to repair traffic signals SD1 plusfeed to existing chamber (f/w 2m new duct and underkerb), Southbound c/w lane 1 and f/w to chamber (ped access maintained)",Denmark Street,"Parking Bays Suspended, 02/012 Yun100632, Denmark Street, Camden, O/S No 1-3",Holborn And Covent Garden,06/04/2025,06/04/2025,YG524-96796616,Transport For London,-,-,E05013662,Holborn and Covent Garden,529913.04,181267.91,-0.129114,51.515407,"(51.515407, -0.129114)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527284,WORKS ABANDONED,STANDARD,Streetworks,[New service connection] Connections Projects: Installation of a new electricity supply for a customer: Parking/Loading Bay Suspension: Excavation of joint holes and track work  to install a 200A BNOx 2 services and 100A BNO service and disconnection of 3x old services.,Old Gloucester Street,O/S. 25-26- WC1N,Holborn And Covent Garden,17/03/2025,28/03/2025,EC400-59548611,Uk Power Networks Eastern& London,-,-,E05013662,Holborn and Covent Garden,530383.53,181891.28,-0.122106,51.520901,"(51.520901, -0.122106)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526264,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] 1. These works are in preparation for a new Telephone Kiosk.  2. These works are for the excavation for a jointing pit for a new DNO (Electrical Connection) to the new temporarycabinet and for the connection of the Power cable and testing.,Shaftesbury Avenue,J/W Earlham Street,Holborn And Covent Garden,25/03/2025,26/03/2025,RE002-CAM7000DD-RM-WK09,Infocus Public Networks,-,-,E05013662,Holborn and Covent Garden,529953.98,181066.01,-0.128598,51.513583,"(51.513583, -0.128598)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527889,PROPOSED WORKS,STANDARD,Streetworks,"[New service connection] NEW WATER CONNECTION - Plot 1: 1x50mm MDPE domestic metered supply, connection off 4"" CI, existing domestic upgrade & disconnect, C/W 3m, F/W 2m",Greencroft Gardens,O/S NO 75,Swiss Cottage,14/04/2025,17/04/2025,MU091-NLS00081393963-0045,Thames Water Utilities Ltd,-,-,E05013670,South Hampstead,525961.08,184254.23,-0.18497,51.54314,"(51.54314, -0.18497)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527834,PROPOSED WORKS,MINOR,Streetworks,[Utility repair and maintenance works] Excavate in F/W & C/W to install pressure monitoring point atplas and tapping back fill and reinstate,Fortune Green Road,Junction of Weech Road NW6 1DL,Fortune Green,23/04/2025,25/04/2025,MU093-MCW-NL-06817356,Thames Water Utilities Ltd,-,-,E05013656,Fortune Green,525137.17,185652.88,-0.196348,51.555893,"(51.555893, -0.196348)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00522218,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of scaffolding on the public highway to facilitate repair works,St Giles Square,Centre Point House,London,14/10/2024,14/04/2025,CM001-L-LIVE-00060802,Camden,-,-,E05013662,Holborn and Covent Garden,529909.23,181336.31,-0.129143,51.516023,"(51.516023, -0.129143)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528403,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] Valve checks for isolation works on Euston Road TM only on Euston Square.,Euston Square,On approach to Euston Road.,Regent's Park,26/03/2025,28/03/2025,MU056-TWG0045EUSTONSQUARE,Thames Water Utilities Ltd,-,-,E05013669,St Pancras and Somers Town,529744.48,182618.53,-0.131044,51.527584,"(51.527584, -0.131044)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528277,PROPOSED WORKS,MAJOR,Streetworks,[Highway improvement works] Footway reconstruction,Belsize Park Gardens,j/w Lambolle Place to j/w Eton Avenue,Belsize,16/06/2025,04/07/2025,MH065-62199707,Camden,-,-,E05013652,Belsize,527365.18,184690.84,-0.164575,51.546749,"(51.546749, -0.164575)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528457,PROPOSED WORKS,MINOR,Streetworks,"[Utility asset works] Clear 4 blockages S/O 22 Redinghton Gardens, opp 43 and O/S 39",Redington Road,S/O 22 Redington Gardens TO O/S 39 - both sides of road: clear 4 blockages S/O 22 Redinghton Gardens,Frognal And Fitzjohns,25/03/2025,27/03/2025,BC991--GEC-WEWHA-1357291,Bt,-,-,E05013657,Frognal,525725.06,185899.77,-0.187784,51.557981,"(51.557981, -0.187784)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527666,PROPOSED REMEDIAL,MINOR,Streetworks,[Remedial works] Remedial works to reinstatement,Belsize Lane,"O/S 63a - S/O 28 College Crescent: clear 3 blockages o/s 63, o/s 65 & o/s 101",Frognal And Fitzjohns,25/03/2025,26/03/2025,BC991--GEC-WEWHAM-1359528,Bt,-,-,E05013652,Belsize,526599.69,184584.85,-0.175647,51.545968,"(51.545968, -0.175647)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00524719,WORKS ABANDONED,MINOR,Streetworks,Upgrade cycle route along York Way,Canal Reach,OS Urbanest House to JW York Way,St Pancras And Somers Town,06/01/2025,31/03/2025,CW064-36901092,Camden,-,-,E05013666,Kings Cross,530122.7,183937.2,-0.125108,51.539347,"(51.539347, -0.125108)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00522135,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of scaffolding on the public highway to facilitate decoration works,Dombey Street,Outside 10 to 15,Holborn And Covent Garden,21/10/2024,21/04/2025,CM001-L-LIVE-00060795,Camden,-,-,E05013662,Holborn and Covent Garden,530621.4,181924.73,-0.118667,51.521147,"(51.521147, -0.118667)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00524781,IN PROGRESS,MAJOR,Streetworks,[Highway repair and maintenance works] Low Traffic Neighbourhood,Arlington Road,Delancey Street to Mary Terrace,Camden Town,13/01/2025,01/04/2025,CW064-88228626,Camden,-,-,E05013668,Regents Park,528936.33,183619.81,-0.142321,51.536767,"(51.536767, -0.142321)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526889,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] Excavate in footway to clear blockage for customer connection,West End Lane,outside 202,West Hampstead,09/04/2025,09/04/2025,NK103-ACC118800501,Virgin Media,-,-,E05013671,West Hampstead,525498.74,185003.5,-0.191366,51.549976,"(51.549976, -0.191366)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526737,PROPOSED WORKS,STANDARD,Streetworks,[New service connection] Connections Projects: Installation of a new electricity supply for a customer: Parking/Loading Bay Suspension: Excavation of joint holes to install a new 200A BNO and disconnection of an old service.,Arlington Road,"O/S. 120, NW1",Camden Town,24/03/2025,28/03/2025,EC400-94134547,Uk Power Networks Eastern& London,-,-,E05013655,Camden Town,528900.95,183687.67,-0.142806,51.537385,"(51.537385, -0.142806)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528549,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. pot hole 1m,Swain's Lane,os 49,Highgate,25/03/2025,27/03/2025,CM045-G-LIVE-00294574,Camden,-,-,E05013661,Highgate,528522.54,186470.75,-0.147243,51.562482,"(51.562482, -0.147243)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00363538,PROPOSED WORKS,MINOR,Streetworks,[Utility repair and maintenance works] District Meter - PILLAR REPLACE AFTER RTA IN F/W. Intended 1st time reinstatement,College Crescent,26-28,Frognal And Fitzjohns,28/03/2025,30/03/2025,MU288-DM11104,Thames Water Utilities Ltd,-,-,E05013652,Belsize,526644.53,184440.28,-0.175052,51.544659,"(51.544659, -0.175052)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528502,PROPOSED WORKS,MINOR,Streetworks,[Utility repair and maintenance works] 1M NEW TRACK,High Holborn,O/S 30 - 29,Holborn And Covent Garden,25/03/2025,27/03/2025,BC325-HIGHHOLBORNMDU,Bt,-,-,E05013662,Holborn and Covent Garden,531005.98,181623.94,-0.113239,51.518355,"(51.518355, -0.113239)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00510472,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,"Erection of Gantry on the public highway to facilitate new install to levels 6, 7, and 8.",Grafton Way,"Side of Maple House, 149 Tottenham Court Road",Bloomsbury,06/12/2023,07/05/2025,CM001-L-LIVE-00059033,Camden,-,-,E05013653,Bloomsbury,529333.62,182190.07,-0.137121,51.523827,"(51.523827, -0.137121)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525336,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] 4 way lights required to access underground structure to carry out cabling work of 145 meters approx. No excavation will be needed.,New Oxford Street,FROM JNC OF OXFORD STREET AND NEW OXFORD STREET TO OPP OF PROSPECT HOUSE LONDON W1D 2DR,Holborn And Covent Garden,26/03/2025,27/03/2025,BC008-WFQG938YETHSB,Bt,-,-,E05013662,Holborn and Covent Garden,529826.58,181377.18,-0.130319,51.516409,"(51.516409, -0.130319)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525828,PROPOSED WORKS,STANDARD,Streetworks,[Utility asset works] Gas service upgrade,Hatton Garden,Outside 39,Holborn And Covent Garden,24/03/2025,28/03/2025,AZ116-1001400997,Cadent Gas Limited,-,-,E05013662,Holborn and Covent Garden,531341,181849,-0.10833,51.520299,"(51.520299, -0.10833)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528593,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl asp rl kerb by tree 1m,Heath Drive,op 5,Frognal And Fitzjohns,27/03/2025,31/03/2025,CM045-G-LIVE-00294662,Camden,-,-,E05013657,Frognal,525541.89,185610.48,-0.190528,51.555422,"(51.555422, -0.190528)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00511348,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of hoarding on the public highway to facilitate refurbshment and extension of facade,Bloomsbury Street,21,Bloomsbury,05/01/2024,05/07/2025,CM001-L-LIVE-00059127,Camden,-,-,E05013653,Bloomsbury,529997.99,181553.87,-0.127785,51.517958,"(51.517958, -0.127785)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528579,IN PROGRESS,IMMEDIATE (URGENT),Streetworks,[Highway repair and maintenance works] FW50|1 x 2 m2M2|Footway - Other Damage (under 3m2)|PermanentRepair relay asp,Hatton Garden,"os 34-35, relay asp",Holborn And Covent Garden,21/03/2025,25/03/2025,CW064-71416461,Camden,-,-,E05013662,Holborn and Covent Garden,531345.78,181823.06,-0.108271,51.520065,"(51.520065, -0.108271)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528338,PROPOSED WORKS,MINOR,Streetworks,[Utility repair and maintenance works] Clear blockage in BT Duct,High Holborn,Outside number 36,Holborn And Covent Garden,12/04/2025,12/04/2025,A6023-71111743,Its Technology Group,-,-,E05013662,Holborn and Covent Garden,530985.89,181624.23,-0.113529,51.518362,"(51.518362, -0.113529)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528442,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl asp supply 1x450x600 asp,West End Lane,op Blackburn road,West Hampstead,24/03/2025,26/03/2025,CM045-G-LIVE-00294526,Camden,-,-,E05013671,West Hampstead,525518.85,184679.45,-0.191192,51.54706,"(51.54706, -0.191192)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00524701,PROPOSED WORKS,MAJOR,Streetworks,[Highway repair and maintenance works] Propose Footway Widening and Parking Charges,Goldington Crescent,Crowndale Road to Goldington Street,St Pancras And Somers Town,06/01/2025,31/03/2025,CW064-59203214,Camden,-,-,E05013669,St Pancras and Somers Town,529564.52,183481.11,-0.13332,51.535377,"(51.535377, -0.13332)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00520007,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of Scaffolding next to Gantry on the public highway to facilitate stone removal and replacement walls to Grafton Way elevation.,Grafton Way,"Side of Maple House, 149 Tottenham Court Road",Bloomsbury,05/08/2024,07/05/2025,CM001-L-LIVE-00060405,Camden,-,-,E05013653,Bloomsbury,529341.76,182195.14,-0.137002,51.523871,"(51.523871, -0.137002)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527952,PROPOSED WORKS,STANDARD,Streetworks,[Utility asset works] We have identified that the PIV (Pipeline Isolation Valve) for this building that is used to isolate the gas supply in case of fire /emergency has been covered over either through resurfacing works or previous work by other utilities. Excavation is required to en sure an operational isolation valve is present.,St Edmund's Terrace,"O/S St Edmund's Court, 13-18 St Edmund's Terrace, London, NW8 7QL",Swiss Cottage,31/03/2025,04/04/2025,AZ116-1001413758,Cadent Gas Limited,-,-,,,527548.23,183572.45,-0.162342,51.536656,,Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525985,PROPOSED WORKS,MAJOR,Streetworks,[Utility asset works] Crane works to top of hotel Bonnington,Southampton Row,"SOUTHAMPTON ROW, ON THE JUNCTION OF BLOOMSBURY PLACE, WC1B 4BB",Holborn And Covent Garden,01/06/2025,01/06/2025,MG012-CSR9063-082689-LB,Telefonica (O2 (Uk) Limited),-,-,E05013662,Holborn and Covent Garden,530379.18,181797.09,-0.122204,51.520056,"(51.520056, -0.122204)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528627,PROPOSED WORKS,MINOR,Streetworks,[Utility repair and maintenance works] Excavation required to provide telecoms/fibre services for customer. 11 meters of duct to be installed in footway to boundary of property.,Kentish Town Road,"O/S 157 to 159 KENTISH TOWN ROAD LONDON, NW1 8PD",Camden Town,27/03/2025,31/03/2025,BZC04-WG6FFJ3F,Bt,-,-,E05013664,Kentish Town South,528950.5,184597.32,-0.141759,51.545549,"(51.545549, -0.141759)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528102,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN FOOTWAY (2),Camden High Street,162& 164,Camden Town,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0313145,Thames Water Utilities Ltd,-,-,E05013655,Camden Town,528934.99,183847.72,-0.142257,51.538816,"(51.538816, -0.142257)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528521,PROPOSED WORKS,MINOR,Streetworks,[Utility repair and maintenance works] To clear blockage on existing Vorboss network,Haverstock Hill,"outside 24 Haverstock Hill, Chalk Farm, London NW3 2BQ",Haverstock,25/03/2025,26/03/2025,D3200-VORBLOCK1956,Vorboss,-,-,E05013660,Haverstock,528130.03,184449.1,-0.153639,51.544403,"(51.544403, -0.153639)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528369,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl yorkstone 1m,Holly Hill,os 18,Hampstead Town,22/03/2025,25/03/2025,CM045-G-LIVE-00294490,Camden,-,-,E05013659,Hampstead Town,526310.43,185844.88,-0.179364,51.557357,"(51.557357, -0.179364)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525333,IN PROGRESS,MAJOR,Streetworks,[Highway repair and maintenance works] Stepped track scheme,Randolph Street,Royal College Street to St Pancras Way,Cantelowes,21/01/2025,31/03/2025,CW064-97163542,Camden,-,-,E05013654,Camden Square,529234.01,184132.3,-0.137844,51.541305,"(51.541305, -0.137844)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528121,PROPOSED WORKS,MINOR,Streetworks,[Utility repair and maintenance works] s81 UTILITY REPAIR & MAINTENANCE WORK REPLACE GAS COVER IN FOOTWAY,York Rise,"OPP BELL GATE MEWS, YORK RISE",Highgate,09/04/2025,10/04/2025,AZ116-CMS8198443347,Cadent Gas Limited,-,-,E05013661,Highgate,528794.26,186039.14,-0.143484,51.558542,"(51.558542, -0.143484)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528116,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN THE FOOTWAY (1),Gayton Road,51,Hampstead Town,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0313199,Thames Water Utilities Ltd,-,-,E05013659,Hampstead Town,526574.21,185732.57,-0.175601,51.556288,"(51.556288, -0.175601)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528581,PROPOSED WORKS,MINOR,Streetworks,[Utility repair and maintenance works] Excavation required to provide telecoms/fibre services for customer. 14 meters of duct to be installed in footway to boundary of property.,Chancery Lane,OS 94 and 95 CHANCERY LANE LONDON WC2A 1DT,Holborn And Covent Garden,26/03/2025,26/03/2025,BZC04-WG6RDN9M,Bt,-,-,E05013662,Holborn and Covent Garden,531120.65,181306.95,-0.111705,51.515479,"(51.515479, -0.111705)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525379,PROPOSED REMEDIAL,MINOR,Streetworks,[Remedial works] remedial reinstatement in footway,New Oxford Street,OUTSIDE 42-36 New Oxford St,Holborn And Covent Garden,27/03/2025,29/03/2025,NK103-DIS161856-6,Virgin Media,-,-,E05013653,Bloomsbury,530135.56,181465.77,-0.125836,51.517134,"(51.517134, -0.125836)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528516,IN PROGRESS,IMMEDIATE (EMERGENCY),Streetworks,[Optional permit no fee] Emergency Make safe to wall on bridge,Royal College Street,ROYAL COLLEGE ST on the bridge,St Pancras And Somers Town,20/03/2025,20/06/2025,CW064-25597860,Camden,-,-,E05013655,Camden Town,529250.85,184082.15,-0.137619,51.54085,"(51.54085, -0.137619)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527965,PROPOSED REMEDIAL,MAJOR,Streetworks,[Remedial works] kerbs paving reinstament after developr work,Leeke Street,leeke st o/s 14 to 16,King's Cross,31/03/2025,18/04/2025,CW064-05645864,Camden,-,-,E05013666,Kings Cross,530597.1,182935.63,-0.118643,51.530237,"(51.530237, -0.118643)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
